25 # curvature grid size
  -0.300000000000000   -0.275000000000000   -0.250000000000000   -0.225000000000000 
  -0.200000000000000   -0.175000000000000   -0.150000000000000   -0.125000000000000 
  -0.100000000000000   -0.075000000000000   -0.050000000000000   -0.025000000000000 
   0.000000000000000    0.025000000000000    0.050000000000000    0.075000000000000 
   0.100000000000000    0.125000000000000    0.150000000000000    0.175000000000000 
   0.200000000000000    0.225000000000000    0.250000000000000    0.275000000000000 
   0.300000000000000  # curvature grid
50 # distance grid size
  -3.250000000000000   -3.000000000000000   -2.750000000000000   -2.500000000000000 
  -2.250000000000000   -2.000000000000000   -1.750000000000000   -1.500000000000000 
  -1.250000000000000   -1.000000000000000   -0.750000000000000   -0.500000000000000 
  -0.250000000000000    0.000000000000000    0.250000000000000    0.500000000000000 
   0.750000000000000    1.000000000000000    1.250000000000000    1.500000000000000 
   1.750000000000000    2.000000000000000    2.250000000000000    2.500000000000000 
   2.750000000000000    3.000000000000000    3.250000000000000    3.500000000000000 
   3.750000000000000    4.000000000000000    4.250000000000000    4.500000000000000 
   4.750000000000000    5.000000000000000    5.250000000000000    5.500000000000000 
   5.750000000000000    6.000000000000000    6.250000000000000    6.500000000000000 
   6.750000000000000    7.000000000000000    7.250000000000000    7.500000000000000 
   7.750000000000000    8.000000000000000    8.250000000000000    8.500000000000000 
   8.750000000000000    9.000000000000000  # distance grid
3 # curvature polynomial degree
3 # distance polynomial degree
   0.000000000000000    0.000000000000000    0.000000000000000    0.000000000000000 
   0.000000000000000    0.000000000000000    0.000000000000000  -10.000000000000000 
 -26.144298830108497    1.960822412258064    3.469383501651039    3.499813352836755 
 -24.803393363333790    1.860254502249534   -4.967722050689219   -6.462483949988517 
   0.000000000000000    0.000000000000000    0.000000000000000    0.000000000000000 
   0.000000000000000    0.000000000000000    0.000000000000000  -10.000000000000000 
 -26.144298830114064   -0.000000000000089    3.518404061957488    3.587364949716471 
 -24.803393363336525   -0.000000000000426   -4.921215688132993   -6.585901895213143 
   0.000000000000000    0.000000000000000    0.000000000000000    0.000000000000000 
   0.000000000000000    0.000000000000000    0.000000000000000  -10.000000000000000 
 130.721494150580554   -1.960822412258577    3.469383501651020    3.674916546596188 
 124.016966816705633   -1.860254502250634   -4.967722050689270   -6.709319840437771 
   0.000000000000000    0.000000000000000    0.000000000000000    0.000000000000000 
   0.000000000000000    0.000000000000000    0.000000000000000  -10.000000000000000 
  47.379025195303392    7.843289649034945    3.616445182570430    3.762468143475905 
 -28.051749215748611    7.441018009002251   -4.828202963020479   -6.832737785662398 
   0.000000000000000    0.000000000000000    0.000000000000000    0.000000000000000 
   0.000000000000000    0.000000000000000    0.000000000000000  -10.000000000000000 
  69.238728887941676   11.396716538682700    4.097445337263371    3.858521626339489 
   3.547220288348286    5.337136817821389   -4.508749092349896   -6.949230532063780 
   0.000000000000000    0.000000000000000    0.000000000000000    0.000000000000000 
   0.000000000000000    0.000000000000000    0.000000000000000  -10.000000000000000 
 -99.528571249007356   16.589621205278217    4.797103780862395    3.969162562746624 
  42.299061188140307    5.603178339447547   -4.235241213418172   -7.058558123544383 
   0.000000000000000    0.000000000000000    0.000000000000000    0.000000000000000 
   0.000000000000000    0.000000000000000    0.000000000000000  -10.000000000000000 
 -13.691417626702679    9.124978361602702    5.439968770034418    4.097903536595717 
  15.227243744405435    8.775607928558086   -3.875771556718032   -7.160276244586618 
   0.000000000000000    0.000000000000000    0.000000000000000    0.000000000000000 
   0.000000000000000    0.000000000000000    0.000000000000000  -10.000000000000000 
 -91.832194947983268    8.098122039599966    5.870546280064485    4.239391938922162 
  23.843805224262848    9.917651209388511   -3.408440078269368   -7.251447852865714 
   0.000000000000000    0.000000000000000    0.000000000000000    0.000000000000000 
   0.000000000000000    0.000000000000000    0.000000000000000  -10.000000000000000 
 -10.939043086199268    1.210707418501329    6.103267016517014    4.389782044152462 
  24.614938005045428   11.705936601208279   -2.867850383004449   -7.330087763359951 
   0.000000000000000    0.000000000000000    0.000000000000000    0.000000000000000 
   0.000000000000000    0.000000000000000    0.000000000000000  -10.000000000000000 
 -41.420999719662198    0.390279187036526    6.143291681655457    4.542949489153728 
 -81.381505766060556   13.552056951586737   -2.236400544184575   -7.394083204152978 
   0.000000000000000    0.000000000000000    0.000000000000000    0.000000000000000 
   0.000000000000000    0.000000000000000    0.000000000000000  -10.000000000000000 
  43.164217300685095   -2.716295791937998    6.085141266532918    4.696128502566393 
 -60.666640187751305    7.448444019132162   -1.711388019916602   -7.442794768190446 
   0.000000000000000    0.000000000000000    0.000000000000000    0.000000000000000 
   0.000000000000000    0.000000000000000    0.000000000000000  -10.000000000000000 
   3.300633648106534    0.521020505613413    6.030259384374803    4.847233790255078 
-112.481540408181502    2.898446005050807   -1.452715769312028   -7.481872107429337 
   0.000000000000000    0.000000000000000    0.000000000000000    0.000000000000000 
   0.000000000000000    0.000000000000000    0.000000000000000  -10.000000000000000 
  35.484765839427503    0.768568029221368    6.062499097745673    4.998367485081208 
 102.650103048311152   -5.537669525562885   -1.518696357324828   -7.518135996977859 
   0.000000000000000    0.000000000000000    0.000000000000000    0.000000000000000 
   0.000000000000000    0.000000000000000    0.000000000000000  -10.000000000000000 
 -48.550972941277010    3.429925467178667    6.167461435155668    5.150964767009355 
  61.750507834380549    2.161088203060467   -1.603110890387389   -7.557960541504326 
   0.000000000000000    0.000000000000000    0.000000000000000    0.000000000000000 
   0.000000000000000    0.000000000000000    0.000000000000000  -10.000000000000000 
 -20.006950403708867   -0.211397503417068    6.247924634249707    5.306536397353026 
  96.744003617261896    6.792376290639003   -1.379274278044903   -7.595722781952186 
   0.000000000000000    0.000000000000000    0.000000000000000    0.000000000000000 
   0.000000000000000    0.000000000000000    0.000000000000000  -10.000000000000000 
 -59.208793197103681   -1.711918783695091    6.199841727071900    5.462289781169575 
  -7.570978963982004   14.048176561933621   -0.858260456730587   -7.624447778665139 
